C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_455.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_455.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_455.jpg, 0, 0, 0, 7.834977E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_559.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_559.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_559.jpg, 0, 0, 0, 8.306351E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_665.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_665.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_665.jpg, 0, 0, 0, 7.939257E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_768.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_768.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_768.jpg, 0, 0, 0, 7.921317E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_874.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_874.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_874.jpg, 0, 0, 0, 7.801651E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_01_994.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_01_994.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_01_994.jpg, 0, 0, 0, 7.832619E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_171.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_171.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_171.jpg, 0, 0, 0, 7.817784E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_281.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_281.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_281.jpg, 0, 0, 0, 7.850394E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_387.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_387.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_387.jpg, 0, 0, 0, 7.819334E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_490.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_490.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_490.jpg, 0, 0, 0, 8.148127E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_592.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_592.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_592.jpg, 0, 0, 0, 7.833665E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_703.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_703.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_703.jpg, 0, 0, 0, 7.924212E-05
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_804.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_804.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_804.jpg, 0, 0.2764212, 0, 0.2722167
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_02_910.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_02_910.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_02_910.jpg, 0, 0.6191551, 0, 0.9607448
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_029.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_029.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_029.jpg, 0, 0.9676582, 0, 2.130754
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_136.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_136.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_136.jpg, -0.3296393, 1, 0, 3.533747
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_425.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_425.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_425.jpg, 0, 1, 0, 6.775229
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_620.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_620.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_620.jpg, 0, 1, 0, 9.041862
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_733.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_733.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_733.jpg, -0.3441965, 1, 0, 10.30762
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_03_928.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_03_928.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_03_928.jpg, -0.9214408, 1, 0, 11.70143
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_038.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_038.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_038.jpg, -1, 1, 0, 12.87893
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_148.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_148.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_148.jpg, -0.6666181, 1, 0, 14.15767
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_249.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_249.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_249.jpg, -0.3635851, 1, 0, 15.47389
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_351.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_351.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_351.jpg, -0.05783401, 1, 0, 16.40379
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_454.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_454.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_454.jpg, 0, 1, 0, 17.63242
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_558.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_558.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_558.jpg, 0, 1, 0, 18.48704
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_664.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_664.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_664.jpg, 0, 1, 0, 19.65979
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_765.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_765.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_765.jpg, 0, 1, 0, 20.55691
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_876.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_876.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_876.jpg, 0, 1, 0, 21.77991
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_04_981.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_04_981.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_04_981.jpg, 0, 1, 0, 22.80747
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_082.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_082.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_082.jpg, 0, 1, 0, 23.7655
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_203.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_203.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_203.jpg, 0, 1, 0, 24.93121
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_305.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_305.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_305.jpg, 0, 1, 0, 25.88848
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_412.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_412.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_412.jpg, 0, 1, 0, 27.02476
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_518.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_518.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_518.jpg, 0, 1, 0, 27.96207
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_626.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_626.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_626.jpg, 0, 1, 0, 28.88951
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_750.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_750.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_750.jpg, 0, 1, 0, 30.16976
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_852.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_852.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_852.jpg, 0, 1, 0, 30.19094
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_05_953.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_05_953.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_05_953.jpg, 0, 1, 0, 30.18996
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_06_056.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_06_056.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_06_056.jpg, -0.2857929, 1, 0, 30.17232
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_06_161.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_06_161.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_06_161.jpg, -0.5994237, 1, 0, 30.13101
C:\Users\Windosws 10\Downloads\Data\IMG\center_2019_04_25_23_37_06_266.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\left_2019_04_25_23_37_06_266.jpg, C:\Users\Windosws 10\Downloads\Data\IMG\right_2019_04_25_23_37_06_266.jpg, -0.3595207, 1, 0, 30.1884
